Id,ACTION
1,0.645287547115064
2,0.8102922333035393
3,0.9549075683819435
4,0.9139297463456348
5,0.9529291034765596
6,0.9013815512152236
7,0.6384144168441984
8,0.9944279453296587
9,0.3123522934350129
10,0.7527946629359934
11,0.9369951955182987
12,0.7170678331205649
13,0.9479001538838092
14,0.13693360924065934
15,0.7535357865463098
16,0.7648068917956183
17,0.1186778210662944
18,0.5020713208004207
19,0.98180107126147
20,0.9886357462499166
21,0.9897864721298384
22,0.703948297539322
23,0.967423036642375
24,0.7732863482943395
25,0.9904431033368367
26,0.6604609432935316
27,0.8587166239477596
28,0.9051797218048976
29,0.8822845107859231
30,0.40127584142727213
31,0.9020035099583472
32,0.8598464915040062
33,0.8962055135359507
34,0.928005296649408
35,0.8713965162455142
36,0.9378882922034463
37,0.714346587583628
38,0.9855434382604841
39,0.8869627064255712
40,0.571644581653689
41,0.23293211824750482
42,0.9460381619536173
43,0.8920203586822943
44,0.9377018911825284
45,0.9751227782947205
46,0.8504115923159304
47,0.9796872772735253
48,0.9391197822651687
49,0.9970986604505352
50,0.8795438508567167
51,0.6762716766258839
52,0.9102657528516451
53,0.6334348333951947
54,0.9591895016566808
55,0.9795099333793313
56,0.9714939144558833
57,0.7356557843327346
58,0.9567239618032753
59,0.9395687490791287
60,0.9788127254736485
61,0.9533211654036352
62,0.9894599727243693
63,0.9095248010711308
64,0.97451151132133
65,0.9877200774326704
66,0.9144342593486036
67,0.8741114587336377
68,0.982317123071906
69,0.8687630625768342
70,0.15660122837245075
71,0.9266223323068538
72,0.9042917139462755
73,0.9731386750214438
74,0.9602055150873354
75,0.9234024843127573
76,0.9176230086097776
77,0.9709968996263567
78,0.7343854924673693
79,0.39157794123674267
80,0.9666734850868648
81,0.9829309580909484
82,0.9684029098719141
83,0.9310071605017088
84,0.95366949846663
85,0.927542412344829
86,0.9085881410700184
87,0.9204295121373649
88,0.9643811594681767
89,0.9485057810170462
90,0.6712367207541358
91,0.8354275337624137
92,0.20175911091547438
93,0.9802289018286603
94,0.9108639045482468
95,0.9295025807859266
96,0.9870935562424578
97,0.2967469994508434
98,0.9271166890039502
99,0.9148713337919432
100,0.9847408964672788
101,0.8534344790623621
102,0.5360626422780651
103,0.9456758224380739
104,0.7658649746265048
105,0.49133716706428027
106,0.8949880191325812
107,0.9480508691978886
108,0.9113556507956998
109,0.9520073015344193
110,0.9441413513231458
111,0.5553827349008016
112,0.9088083123823826
113,0.8759302873001285
114,0.9851689212785726
115,0.9083002482379768
116,0.6597445758610591
117,0.5330574829266578
118,0.9674511664957565
119,0.9921541349921377
120,0.9191808461335608
121,0.7482559060469297
122,0.9751010624852829
123,0.7246686880165925
124,0.9861390557420568
125,0.9419620451767127
126,0.5273901536846607
127,0.4374439759778281
128,0.6273958352919192
129,0.9168339717468074
130,0.9361052809686244
131,0.9203847171105777
132,0.9773435471963868
133,0.9274386359621271
134,0.5167567641068934
135,0.9867405198494923
136,0.874289957543579
137,0.9269637551141401
138,0.6143286933433838
139,0.8351452292574987
140,0.9711529336201418
141,0.9772038995858014
142,0.9802283828675634
143,0.9551335280600537
144,0.938574670220848
145,0.9689560791687833
146,0.3153695544342714
147,0.15650132908279216
148,0.4187815627104627
149,0.9735473746760177
150,0.8768358814937344
151,0.9841522732676409
152,0.49243305860334763
153,0.951566683113632
154,0.7587708602898502
155,0.9180585145223744
156,0.7948797846482735
157,0.9541207035176281
158,0.911552417861002
159,0.8897284723799362
160,0.8136188319274009
161,0.5640867082447946
162,0.9367299671606567
163,0.9856727800294185
164,0.9092275959367534
165,0.9649392944659912
166,0.9814748675262244
167,0.6361538702739706
168,0.9466537750222409
169,0.8887955071198862
170,0.9009318174164171
171,0.9398773300559925
172,0.9470580080423773
173,0.7465515488201279
174,0.9348193452421586
175,0.9668603752702178
176,0.9091768128231703
177,0.6600825247763488
178,0.8705513609483763
179,0.9891391295283348
180,0.4306775918138197
181,0.14575171974048012
182,0.8944941199214539
183,0.39047614717846924
184,0.8409047426537213
185,0.9591310520483357
186,0.4938421445812539
187,0.9708239463007072
188,0.9020223728884353
189,0.25965158035174096
190,0.9480789944973477
191,0.9893651944559864
192,0.9635766131784199
193,0.9710572293604802
194,0.9828489158218722
195,0.8471994616019983
196,0.9487962390088363
197,0.9667253740178778
198,0.6667047310406259
199,0.9792026773558034
200,0.47612687328735875
201,0.9677388432058239
202,0.9674389310198491
203,0.6687981465541669
204,0.8332832760459374
205,0.9878717738220623
206,0.9445667724070973
207,0.920493626458188
208,0.9294748784112989
209,0.28085874767119934
210,0.7204697899897076
211,0.5312302204297978
212,0.9214674773601719
213,0.9499055602508267
214,0.8871221066040358
215,0.9327379749245965
216,0.7334355493459583
217,0.5568760787343453
