Id,ACTION
1,0.8370460852739513
2,0.9941811167476793
3,0.9986398630131522
4,0.9976262081269275
5,0.9997454092386164
6,0.9979787035824534
7,0.8728602679335368
8,0.9999960244132182
9,0.31164850729954935
10,0.9163706164478135
11,0.998316162264994
12,0.9209854819962818
13,0.9997693035804485
14,0.02760901199483575
15,0.9407890898761188
16,0.9554783891503493
17,0.010466439315556582
18,0.5059067700928769
19,0.9999479207402268
20,0.9999833869692913
21,0.9999496211013301
22,0.9396707091527714
23,0.9999523048012703
24,0.9484686205623618
25,0.9999937113531913
26,0.785928627704011
27,0.9799915641873274
28,0.9990391513829943
29,0.9943711234589382
30,0.5451542627584507
31,0.9940442803297244
32,0.9902282490715475
33,0.9886484354406463
34,0.9971160562995691
35,0.9910858005553347
36,0.9985129232056945
37,0.9461575713830269
38,0.9998415105627045
39,0.9889155768722007
40,0.8649426964364373
41,0.06202673867786654
42,0.9996206413362889
43,0.991798760094083
44,0.9994458139943205
45,0.9999007729635829
46,0.9741509690689681
47,0.9998985961258701
48,0.9984091496806003
49,0.9999988989692223
50,0.9780269534329489
51,0.7537469739630043
52,0.9937638882811115
53,0.8082814411575426
54,0.9995980418193944
55,0.9999342103059601
56,0.9999736837812138
57,0.9442137239979055
58,0.9988960022312409
59,0.9984229413256734
60,0.9999427196961607
61,0.9998582789975463
62,0.9999596266417358
63,0.9887158064070528
64,0.9997351187826046
65,0.999894855917911
66,0.9958361891824937
67,0.9960935694195403
68,0.9999324543989184
69,0.9887703787379467
70,0.04522440219688134
71,0.9988195296260725
72,0.9968150729329069
73,0.9999344612211092
74,0.998942790896476
75,0.9981020143773667
76,0.9976162325896827
77,0.9996397941402978
78,0.9799007554194387
79,0.1812384026182303
80,0.9994562022914941
81,0.9999326267873967
82,0.9993617254861701
83,0.9975160416437904
84,0.9997817308716612
85,0.9972521668984787
86,0.9988961637631877
87,0.9990711282193607
88,0.9995746407771787
89,0.9992286034062464
90,0.792131412376635
91,0.9783322734628779
92,0.05323521290606574
93,0.9999465184953357
94,0.9981323617499737
95,0.9971712575265864
96,0.9999926545092931
97,0.24598213481120856
98,0.9974435595756864
99,0.9963447576181051
100,0.9999779862473555
101,0.9677295795922508
102,0.9428237043608365
103,0.997401066189105
104,0.950157191688786
105,0.516472709476086
106,0.9928936819866906
107,0.9991346110967421
108,0.9962103762459856
109,0.9990987185808112
110,0.9982431249127053
111,0.7392193112444754
112,0.9987313254731205
113,0.9835104180401684
114,0.9999596435600029
115,0.9958789540385333
116,0.887320166647798
117,0.4378873894031681
118,0.999768618556886
119,0.9999902148779366
120,0.9976415000990984
121,0.8764348271000106
122,0.9998819604053087
123,0.9302693821092654
124,0.999970106460828
125,0.9989365090061025
126,0.5824185530878306
127,0.6324309527121518
128,0.82093840744914
129,0.9997695197215879
130,0.9983980459879228
131,0.997820086038481
132,0.9999409116174921
133,0.9970130493351556
134,0.4955956977853443
135,0.9999729789391267
136,0.9931769863581645
137,0.9946289957188756
138,0.8262892014880322
139,0.9817024428785264
140,0.9998769134485355
141,0.9996742252622939
142,0.9999719567813858
143,0.9991085460149682
144,0.9989781949184892
145,0.9997865743428921
146,0.2361013311574994
147,0.050515041381091946
148,0.4076834051759809
149,0.9998588456514538
150,0.9980800936265811
151,0.9999611339356463
152,0.2210226234124873
153,0.9986471459790555
154,0.9507976058905675
155,0.996900641626311
156,0.9309873493375898
157,0.9989818419816626
158,0.9952016640920375
159,0.988780314936956
160,0.9915568011159576
161,0.8406575332866875
162,0.9969774530258242
163,0.9999845030536141
164,0.9964754176831011
165,0.9997146635889832
166,0.9999348509323599
167,0.7773783486945046
168,0.9985241362023966
169,0.9990159234031192
170,0.9910120126319246
171,0.9993358670766325
172,0.9999081746272278
173,0.910047346145887
174,0.9996063438993238
175,0.9998710890985516
176,0.99886692672757
177,0.8859527764644172
178,0.9896395203358292
179,0.9999515277071517
180,0.6286329235049881
181,0.062308972735801556
182,0.9950780898970121
183,0.2689273860799768
184,0.9812335548957196
185,0.9997100166717519
186,0.5386762674630631
187,0.9999121844012655
188,0.9902804639355763
189,0.07906426069575957
190,0.998184599964157
191,0.9999860908979946
192,0.9999354660149454
193,0.9997605415386935
194,0.9999420988831819
195,0.9796153560127081
196,0.9990953662543641
197,0.9997783115132658
198,0.9123840116223456
199,0.9999307967834887
200,0.460786672071516
201,0.9998526341736241
202,0.9998850268359581
203,0.9015109598518943
204,0.9680855402030992
205,0.9999701974397662
206,0.9987146898345979
207,0.9945226432646072
208,0.9965707341841652
209,0.1668229716934675
210,0.7690781539010865
211,0.5627379568334343
212,0.9994074372310983
213,0.9996570702569519
214,0.9855068260186637
215,0.9972525975052207
216,0.8555462005226561
217,0.7194790576667309
218,0.9999652296671567
219,0.999829781347205
220,0.7185201522189675
221,0.003722866900546172
222,0.9996660030403749
223,0.9996318625193976
224,0.9949276368834674
225,0.7698211410304107
226,0.44078510362515216
227,0.9850947643562689
228,0.9936692024522883
229,0.9997303799097769
230,0.9799427574640315
231,0.9938500796529872
232,0.9865721210424463
233,0.9513146545055743
234,0.0024510505300457805
235,0.80871699303216
236,0.954142014613814
237,0.7571720686081713
238,0.6555116397059405
239,0.9770255812358656
240,0.9940573062301933
241,0.9752990803869978
242,0.2079003943881576
243,0.04307885266498966
244,0.9552265434900125
245,0.9444942257569007
