Id,ACTION
1,0.8860740217140939
2,0.9987607392607393
3,1
4,0.9997894736842106
5,0.9998333333333334
6,0.9995709956709958
7,0.9188785868049085
8,0.9995614035087719
9,0.9559130161178423
10,0.9979230769230769
11,0.9802793630541
12,0.993713270172317
13,0.9990295390883626
14,0.4311013802360955
15,0.998975641025641
16,0.998438961038961
17,0.3482044777854225
18,0.9542218102282588
19,0.9972659340659341
20,1
21,0.9997225672877846
22,0.9748511607515234
23,0.9990175824175823
24,0.995571634312451
25,0.998434064785789
26,0.9726286709820673
27,0.9979
28,0.9739186337340455
29,0.9960549315818281
30,0.9221822744489843
31,0.9983714285714285
32,0.9970690958164643
33,0.9993620689655173
34,0.9993106625258799
35,0.9948663101604278
36,0.9963773119667859
37,0.9992470588235294
38,0.99812199942933
39,0.9986921270677792
40,0.9565305213338069
41,0.7215866190716107
42,0.9950660536398467
43,0.9906814200042836
44,0.998
45,0.9986133333333334
46,0.9949662398970637
47,0.9982408776408775
48,0.9973939393939395
49,0.999573544973545
50,0.9912044905446776
51,0.9135165992075766
52,1
53,0.994159553127359
54,0.997925925925926
55,0.99496114996115
56,0.9901538822120948
57,0.9984909090909091
58,0.9982276923076924
59,1
60,0.9998620689655172
61,1
62,0.9873738506529433
63,0.9976222399907566
64,1
65,0.9996929392446634
66,0.9950256233847565
67,0.9960908212560386
68,0.9985714285714286
69,0.9987143365893366
70,0.6955157727297446
71,0.998
72,0.9984424890729239
73,0.9961363636363636
74,0.9997260869565218
75,0.9998260869565218
76,0.9971350601615904
77,0.99984
78,0.9855552132226736
79,0.8307079012763131
80,1
81,0.9990067042236459
82,0.9995344427244582
83,0.9974142857142856
84,1
85,0.9964318061568062
86,0.9706041032711172
87,0.9925424125874125
88,0.998
89,0.9996530434782609
90,0.9452648551218564
91,0.9970857142857142
92,0.4532152438701446
93,1
94,0.9944542085855876
95,0.9999130434782608
96,0.9939008464411404
97,0.7495936019375055
98,1
99,0.9999
100,0.9997142857142857
101,0.9986974942698627
102,0.9793573404417603
103,0.9995555555555555
104,0.9930405747126436
105,0.9282046160289606
106,0.9950415502655912
107,0.994
108,0.9999259259259259
109,0.997018156502367
110,0.9989904115492351
111,0.9539541417294781
112,1
113,0.9963527220101661
114,0.9998199999999999
115,0.9972220095693781
