Id,ACTION
1,0.8014406223453063
2,0.9917168268197931
3,0.9989795475136509
4,0.9963266158268919
5,0.9996778596622948
6,0.9979932958534904
7,0.9161374121845898
8,0.9996052177583642
9,0.9124237068855159
10,0.9877212641792578
11,0.9898850237682183
12,0.9936982231510666
13,0.9984396828944311
14,0.6485796813239415
15,0.9553304991427068
16,0.9734636326605262
17,0.5399077896784588
18,0.9244067796799609
19,0.9990764930816111
20,0.9963809935757653
21,0.9953502593839801
22,0.9956347325353033
23,0.9989558407937968
24,0.9916473019731736
25,0.999787147113951
26,0.9736275537517507
27,0.9980595884321094
28,0.9698544485247991
29,0.9949268823210284
30,0.9485572201896991
31,0.9983033624523732
32,0.9930246578010219
33,0.9717058494409644
34,0.9989473060484405
35,0.9971822129029402
36,0.9996389904179037
37,0.9873201205839759
38,0.9991166566175301
39,0.9982989913317672
40,0.9418187722532454
41,0.8090250763220624
42,0.9988396979021412
43,0.9956669807841078
44,0.9908066218446422
45,0.9984909753359256
46,0.9955534390803695
47,0.9997853867356183
48,0.9974820256756192
49,0.9995535778068436
50,0.9835559210528768
51,0.9010726443089107
52,0.9985329122001352
53,0.9548311319435885
54,0.999930477548748
55,0.9982013119908147
56,0.9842105345089411
57,0.9817271185988765
58,0.9992996388026204
59,0.9991139468510574
60,0.9983795502354645
61,0.9988770171572686
62,0.9876691196957212
63,0.9967426691733086
64,0.9988679844807333
65,0.9989440307365446
66,0.9922533631768814
67,0.9964945609405037
68,0.9997387057188035
69,0.9875104855284864
70,0.636803688735201
71,0.9915945546180983
72,0.9987454604579001
73,0.9998926174496644
74,0.9985064751136833
75,0.9982960297508694
76,0.9988283748624155
77,0.9951438689261806
78,0.9415512295398133
79,0.698511023062869
80,0.9955035826454728
81,0.9997129987450092
82,0.997233006109592
83,0.9952396074356173
84,0.9984102444268071
85,0.9906064814438734
86,0.9828345588972512
87,0.9986660831371121
88,0.996134800177943
89,0.9988045589462141
90,0.8959679936506568
91,0.9944964195438882
92,0.8377613066073795
93,0.9977628431150197
94,0.9611298648623214
95,0.9969908374231534
96,0.9970631623065277
97,0.6250313901985245
98,0.997163830548174
99,0.995627926419351
100,0.9988695271826166
101,0.9902972354265605
102,0.8756534820404767
103,0.9968172469943852
104,0.9945245487641324
105,0.8225863581182739
106,0.9988064300219707
107,0.999905798096761
108,0.9939741107509222
109,0.9990209501303601
110,0.9964999440216736
111,0.8971737076440222
112,0.9982255993568395
113,0.9813212491520357
114,0.9990319235774764
115,0.9942667097343351
116,0.9804727129938828
117,0.9838755053104966
118,0.9985960400521102
119,0.9989689076781554
120,0.9945035804600743
121,0.9376566329095746
122,0.9958843948508111
123,0.9756543709189986
124,0.9927404703631735
125,0.9982689796889335
126,0.9086628591825925
127,0.9302350648005816
128,0.8251151031587644
129,0.9531949876557168
130,0.9965624486595347
131,0.9984326153346056
132,0.9993167407417188
133,0.994962292193846
134,0.8189220997589307
135,0.9989043055799515
136,0.9844659584338518
137,0.9986954188922481
138,0.8963649483951371
139,0.9914955319870452
140,0.9996291493822959
141,0.9801184020634357
142,0.9883776369280229
143,0.9988327262093216
144,0.9968667039856696
145,0.9989182766493452
146,0.8945232920919791
147,0.8146916314072092
148,0.8725687145324784
149,0.9994806571720922
150,0.9833915598149344
151,0.9992933083465246
152,0.7173805040162529
153,0.9961067024988932
154,0.9660279972414365
155,0.9969053988663196
156,0.9886513486558275
157,0.9903801822668987
158,0.9995948843418727
159,0.8316656613163478
160,0.993913006444131
161,0.8913847848385208
162,0.9966900939468066
163,0.9987332281428895
164,0.9939448578363804
165,0.9986833767957809
166,0.9998944081400903
167,0.9783014708090827
168,0.9952360935240291
169,0.9869600700245589
170,0.999894758034074
171,0.9960160086010936
172,0.9994972586076426
173,0.9795340558131758
174,0.9876475576219482
175,0.995470593495056
176,0.9992738881702441
177,0.9819726637185907
178,0.9962408280129945
179,0.9953182526965552
180,0.9719750462823825
181,0.7609578444545131
182,0.9965624486595347
183,0.7476639371591708
184,0.9430708757877344
185,0.9991238592540489
